gender,study_hours_per_day,attendance_percentage,assignment_score,midterm_score,final_exam_score,participation_score,internet_access,extra_classes,parent_education,sleep_hours,grade
Male,3.51,84.77,45.64,53.05,55.53,32.83,Yes,No,PhD,8.64,D
Female,4.64,43.04,60.79,70.59,37.07,88.91,Yes,Yes,High School,7.06,C
Female,9.99,93.55,63.17,98.94,62.27,26.53,Yes,Yes,Master,4.78,B
Female,1.49,53.62,69.58,51.58,94.73,56.35,Yes,No,PhD,6.8,B
Female,6.21,73.2,79.39,29.17,70.82,81.62,No,No,Bachelor,4.59,C
Male,1.74,78.66,33.31,39.62,42.92,86.42,Yes,No,Master,4.73,D
Male,2.39,50.12,35.64,92.34,75.43,83.68,No,No,High School,4.4,C
Female,4.96,98.57,34.26,77.45,62.58,90.7,No,No,Bachelor,8.36,C
Female,5.59,69.29,59.62,84.27,95.2,22.81,Yes,Yes,Bachelor,6.73,B
Male,3.33,43.46,32.93,34.31,41.27,94.64,No,Yes,PhD,5.64,D
Male,3.85,96.24,82.23,35.12,79.84,10.97,No,No,PhD,4.0,C
Female,1.78,75.18,45.61,33.42,77.71,33.03,No,No,High School,6.36,C
Male,3.73,81.95,95.74,89.29,98.85,17.56,Yes,Yes,PhD,6.56,A
Female,9.7,71.51,64.05,40.75,69.54,95.1,Yes,No,Master,5.68,C
Female,9.5,90.08,61.24,73.24,91.01,48.15,Yes,Yes,Bachelor,6.42,B
Male,4.01,41.99,84.64,63.71,31.73,38.37,Yes,No,Master,4.5,D
Male,6.14,56.1,79.92,65.83,38.6,25.04,No,Yes,Bachelor,8.61,D
Female,9.19,68.18,72.51,39.66,54.22,24.02,No,Yes,High School,5.29,D
Female,1.06,44.6,95.46,72.64,73.35,65.25,Yes,Yes,Bachelor,8.74,B
Male,8.3,82.35,59.56,28.23,61.44,14.24,No,No,PhD,6.46,D
Female,9.54,63.62,86.6,99.51,44.19,63.49,No,No,High School,8.28,B
Male,1.82,56.36,56.61,27.01,71.24,79.72,No,Yes,High School,6.89,C
Female,2.45,40.2,88.68,28.76,69.67,64.09,Yes,Yes,High School,8.22,C
Male,9.65,83.19,48.16,49.35,66.71,84.39,No,Yes,Bachelor,4.05,C
Male,5.84,90.03,50.25,87.37,36.34,33.87,Yes,No,Master,4.93,C
Male,1.13,63.7,77.45,44.29,94.89,16.95,Yes,Yes,PhD,5.77,C
Female,3.32,73.85,44.89,60.4,71.46,74.89,No,Yes,Master,5.48,C
Female,5.05,53.66,46.04,26.35,48.48,84.53,No,No,Bachelor,8.73,D
Male,7.24,77.33,51.37,30.92,78.12,55.15,No,Yes,Master,5.97,C
Female,7.6,40.73,77.53,70.6,52.25,83.86,No,No,Master,8.86,C
Male,9.96,69.32,92.26,39.58,65.41,51.21,No,Yes,Master,7.26,C
Male,3.59,78.65,77.22,77.07,53.88,27.87,Yes,No,High School,8.18,C
Female,5.84,95.09,87.95,83.9,91.63,52.7,Yes,Yes,Bachelor,5.97,A
Female,5.8,62.88,68.05,88.78,99.58,29.44,No,No,Bachelor,4.95,B
Male,4.65,85.91,34.82,35.03,41.28,52.48,Yes,No,PhD,4.25,D
Female,2.52,75.86,37.03,59.16,31.65,23.28,Yes,No,PhD,7.28,D
Female,9.8,95.62,68.81,96.03,45.35,26.7,Yes,No,High School,8.86,C
Male,8.68,63.9,52.95,82.91,71.3,89.46,No,Yes,Bachelor,4.59,B
Male,5.48,59.15,45.44,33.77,42.18,20.43,No,No,PhD,7.86,D
Female,6.43,93.23,62.64,62.69,86.8,30.18,Yes,Yes,PhD,5.82,B
Male,3.05,42.95,76.65,94.18,58.61,99.6,No,No,High School,8.97,B
Male,5.89,48.18,56.95,58.0,72.74,61.84,Yes,Yes,PhD,8.35,C
Female,7.25,44.94,86.18,87.81,61.89,62.72,Yes,No,PhD,5.15,B
Male,5.64,90.59,81.7,62.19,93.23,86.05,No,Yes,PhD,7.83,B
Male,9.91,40.64,81.44,33.01,32.46,57.19,No,Yes,PhD,7.67,D
Female,6.5,91.7,98.96,36.09,81.05,29.96,Yes,Yes,Master,7.82,C
Female,4.34,67.08,50.67,28.5,75.65,48.02,Yes,Yes,High School,4.41,C
Male,7.95,40.24,75.13,39.65,75.47,77.95,No,No,High School,8.05,C
Male,2.53,64.1,89.88,92.02,58.98,88.52,No,Yes,Master,5.31,B
Female,4.46,51.21,70.57,73.76,31.1,34.59,Yes,No,PhD,6.95,D
Female,4.12,77.46,85.27,80.41,78.25,33.58,No,Yes,Bachelor,4.58,B
Female,4.89,80.76,59.01,71.62,88.06,39.48,No,No,PhD,6.79,B
Female,8.04,69.25,71.33,53.99,35.97,63.66,No,No,Master,8.53,D
Male,5.36,42.43,33.9,41.26,60.91,35.07,Yes,No,PhD,4.89,D
Female,8.15,79.37,99.0,94.42,41.38,90.38,No,Yes,High School,8.28,B
Female,6.19,90.52,86.0,63.61,72.77,98.02,Yes,No,PhD,6.18,B
Male,4.08,83.22,90.82,61.08,84.99,71.12,No,Yes,Bachelor,5.61,B
Female,8.29,89.8,78.6,99.71,76.67,97.33,Yes,No,High School,4.29,A
Male,3.14,52.03,43.02,53.79,52.26,35.91,Yes,Yes,PhD,6.64,D
Female,3.02,93.33,32.17,89.06,39.78,83.37,Yes,Yes,PhD,5.0,C
Female,5.54,59.33,90.53,89.68,85.6,71.06,No,Yes,Bachelor,8.7,B
Female,3.35,40.8,57.74,42.45,52.67,33.69,Yes,Yes,PhD,5.19,D
Male,1.08,90.6,48.47,32.11,31.55,38.66,No,No,Master,6.93,D
Male,6.83,96.51,69.32,98.17,70.0,53.98,Yes,No,Bachelor,6.79,B
Female,5.6,79.33,59.46,56.94,47.27,81.25,Yes,Yes,Master,5.68,C
Male,5.01,53.89,75.62,25.17,88.88,88.5,Yes,Yes,Bachelor,8.26,C
Male,9.7,55.1,63.87,62.43,40.03,67.06,Yes,Yes,High School,4.92,D
Male,6.14,68.0,78.81,71.45,60.44,74.94,Yes,Yes,Bachelor,8.09,C
Male,8.77,93.87,89.74,83.21,47.72,33.75,No,Yes,Bachelor,5.04,C
Male,2.26,48.98,43.69,95.72,78.27,76.7,No,No,Master,4.2,B
Male,6.12,89.56,53.06,93.64,68.4,64.45,Yes,No,Master,8.72,B
Female,8.81,57.48,60.58,95.51,85.37,30.06,No,No,Bachelor,7.19,B
Female,6.25,88.52,97.34,27.41,62.1,95.52,Yes,No,High School,7.15,C
Male,7.46,95.22,55.57,78.38,30.34,56.16,No,No,Bachelor,5.33,C
Female,4.35,65.65,56.68,41.94,45.06,81.5,Yes,No,PhD,4.7,D
Female,1.83,61.9,75.74,39.07,99.94,57.31,No,Yes,Bachelor,7.53,B
Female,5.12,88.13,59.34,85.02,58.37,93.96,No,Yes,High School,6.59,B
Female,4.55,71.77,96.59,56.28,73.42,22.72,No,No,Master,5.59,C
Male,8.8,81.07,92.61,93.75,93.35,59.15,Yes,Yes,PhD,5.58,A
Female,3.2,77.37,65.94,28.18,31.44,12.26,No,No,Bachelor,8.45,D
Female,9.7,49.17,75.13,85.16,76.17,27.77,No,Yes,Bachelor,8.45,B
Male,9.62,90.69,34.06,35.26,50.19,35.29,Yes,Yes,Bachelor,5.37,D
Male,3.23,51.75,78.7,38.24,49.55,52.53,No,Yes,Master,7.97,D
Female,4.13,95.94,79.5,60.8,45.74,83.82,Yes,No,High School,5.13,C
Female,9.06,55.03,55.14,54.67,87.59,52.0,No,Yes,PhD,8.04,C
Female,9.7,84.03,45.38,61.46,56.11,60.51,Yes,Yes,High School,4.63,C
Female,4.99,57.08,94.06,95.5,34.7,93.16,Yes,No,High School,7.79,C
Female,3.89,59.07,59.87,74.3,36.78,78.09,Yes,Yes,Bachelor,6.78,C
Female,5.73,58.6,75.76,46.77,40.4,14.52,Yes,No,PhD,4.59,D
Male,7.19,84.87,32.33,37.97,92.92,25.88,Yes,Yes,PhD,7.08,C
Female,3.46,73.41,58.98,56.5,59.92,13.44,Yes,No,Master,4.96,C
Female,7.63,92.98,87.21,58.87,94.12,16.22,Yes,No,PhD,4.97,B
Male,1.46,58.44,57.13,70.1,87.22,40.5,Yes,Yes,High School,6.24,C
Male,1.44,81.52,72.22,44.95,88.65,75.51,No,No,Bachelor,8.82,B
Male,4.48,85.18,44.69,82.56,50.08,31.99,No,Yes,Bachelor,8.46,C
Male,4.18,49.09,59.16,32.38,48.99,45.31,No,No,Bachelor,8.13,D
Female,3.84,64.04,94.93,67.03,69.2,45.45,No,Yes,High School,8.26,B
Female,5.42,68.97,69.65,71.76,59.25,63.13,Yes,Yes,Master,6.49,C
Female,3.89,61.34,93.14,40.51,65.63,90.36,No,No,Master,5.87,C
Female,2.73,59.33,93.14,86.95,33.72,98.49,Yes,Yes,PhD,8.42,C
Female,3.79,81.19,96.09,71.16,98.01,64.41,No,No,Bachelor,4.4,A
Female,9.77,52.95,92.68,73.43,34.07,55.46,Yes,Yes,Bachelor,8.98,C
Male,4.7,82.56,30.23,62.33,42.52,71.37,Yes,No,Bachelor,6.76,D
Female,5.0,96.1,95.38,93.22,77.47,70.12,No,No,Bachelor,6.7,A
Male,6.19,73.91,39.62,77.04,40.89,57.16,Yes,Yes,Bachelor,5.46,D
Male,9.85,76.69,32.79,53.64,37.48,76.33,Yes,No,PhD,4.85,D
Female,3.17,44.14,33.88,42.9,40.75,54.21,Yes,No,Master,7.4,D
Male,7.13,91.87,54.42,30.33,34.33,99.68,No,Yes,Master,5.81,D
Female,7.44,57.13,73.46,37.4,47.59,14.41,No,No,High School,5.51,D
Male,6.47,76.9,58.16,99.45,48.98,49.89,No,Yes,Bachelor,4.81,C
Female,1.8,98.75,31.79,55.51,64.9,45.73,No,Yes,Master,6.68,C
Male,7.09,75.73,63.35,92.4,60.71,79.33,No,Yes,Master,6.94,B
Female,1.58,83.48,60.95,37.79,63.16,27.17,No,Yes,PhD,6.22,D
Female,6.37,66.72,82.98,56.9,73.12,49.07,Yes,No,PhD,4.06,C
Female,7.66,43.62,49.57,97.04,46.17,72.82,No,No,High School,6.46,C
Female,2.9,87.86,45.23,31.83,39.43,64.29,No,No,High School,5.36,D
Female,8.57,42.1,47.92,69.55,91.52,59.06,No,No,Master,4.69,C
Male,1.27,82.04,51.26,93.94,74.38,49.15,Yes,No,High School,6.89,B
Male,8.59,41.38,71.94,96.23,34.25,77.68,No,Yes,Master,7.36,C
Male,5.14,91.74,63.01,88.45,97.27,68.18,Yes,No,PhD,6.59,B
Female,2.96,49.46,53.58,89.2,78.51,88.72,Yes,Yes,High School,7.07,B
Male,2.2,70.86,56.2,73.91,40.62,75.97,Yes,Yes,Master,7.03,C
Female,9.58,75.83,55.96,41.53,97.84,22.64,Yes,No,Master,4.62,C
Female,1.65,67.45,98.07,79.8,55.58,65.76,No,Yes,PhD,5.08,B
Male,2.79,60.45,46.31,98.38,98.92,14.01,No,No,Master,4.05,B
Male,4.13,68.07,87.26,64.45,37.23,44.86,No,Yes,Bachelor,8.91,C
Female,6.58,58.68,79.57,44.55,41.2,47.07,Yes,No,Bachelor,5.06,D
Male,5.9,66.29,30.39,68.01,76.02,86.94,Yes,No,Master,8.07,C
Female,2.13,61.53,99.52,76.8,31.55,26.23,Yes,No,High School,7.91,C
Female,3.61,73.97,82.95,40.62,31.31,67.92,No,No,Bachelor,7.53,D
Female,3.15,54.28,77.77,78.94,85.44,27.31,Yes,Yes,Bachelor,6.25,B
Female,2.92,99.32,58.37,69.06,41.74,95.38,No,Yes,Bachelor,6.92,C
Female,4.7,70.05,68.86,70.93,94.32,57.65,Yes,Yes,Bachelor,4.93,B
Male,7.34,51.65,47.73,47.95,59.81,73.74,No,No,High School,4.53,C
Male,2.96,68.62,32.48,36.65,91.16,68.19,No,Yes,PhD,5.76,C
Female,4.3,91.98,88.52,71.76,59.24,37.33,Yes,Yes,High School,8.13,C
Female,4.52,41.31,92.75,68.97,67.12,91.11,No,Yes,PhD,6.82,B
Male,9.79,80.77,41.37,50.35,52.16,66.45,Yes,No,Bachelor,7.82,D
Male,9.59,72.88,85.09,47.19,76.07,55.93,No,Yes,Bachelor,8.45,C
Female,8.2,50.17,81.88,51.04,52.27,57.55,No,Yes,High School,6.8,C
Male,3.17,89.05,42.49,61.74,45.62,90.16,Yes,No,High School,5.84,C
Female,1.61,62.13,59.53,98.11,35.67,15.32,Yes,Yes,PhD,8.28,C
Male,3.85,57.63,59.59,82.27,34.04,45.02,No,No,High School,5.15,D
Female,3.4,89.69,83.2,88.88,51.42,85.75,Yes,Yes,Master,4.12,B
Male,5.55,78.31,88.64,62.92,81.55,13.38,No,Yes,High School,4.25,B
Female,8.0,93.9,36.63,64.46,44.39,67.53,No,Yes,Bachelor,6.91,C
Male,8.72,77.79,69.41,40.32,50.95,46.29,No,No,High School,8.46,D
Male,8.6,84.45,83.32,79.08,93.36,28.41,No,No,Bachelor,6.82,B
Female,4.24,90.19,85.03,56.62,74.74,65.03,No,Yes,Master,6.05,B
Male,7.19,43.28,40.36,80.68,94.38,84.8,No,No,Bachelor,6.89,B
Female,3.82,86.56,66.79,55.68,93.79,52.06,Yes,No,High School,7.36,B
Male,1.55,76.82,90.03,33.14,34.44,23.21,Yes,No,PhD,7.79,D
Female,7.31,44.17,52.3,37.98,96.85,37.55,No,No,Master,5.74,C
Male,1.09,70.51,59.76,85.87,33.58,98.32,Yes,No,Master,5.93,C
Female,4.68,44.95,86.31,44.4,94.79,20.0,No,Yes,High School,4.12,C
Male,3.96,84.16,36.25,44.83,68.27,24.46,No,Yes,Master,7.25,D
Female,7.24,72.79,90.16,94.7,67.32,99.12,Yes,No,Bachelor,7.88,B
Male,7.9,97.21,51.78,74.32,79.93,89.39,Yes,No,PhD,6.55,B
Female,3.74,50.99,30.1,33.57,91.54,73.64,Yes,No,High School,5.88,C
Female,8.3,76.36,46.39,35.77,73.19,23.59,Yes,No,Master,5.67,D
Female,3.65,52.69,36.27,45.43,59.78,31.65,Yes,Yes,Bachelor,7.23,D
Male,5.02,76.84,36.47,69.55,37.83,26.22,No,Yes,Bachelor,5.65,D
Female,7.54,83.36,78.5,81.46,85.24,66.79,No,Yes,Master,7.0,B
Male,7.24,83.34,44.98,45.59,38.98,45.9,Yes,No,High School,8.63,D
Female,9.89,88.9,95.43,90.3,80.85,14.3,Yes,Yes,Bachelor,5.65,B
Male,3.03,91.21,66.15,33.19,66.95,36.22,Yes,No,Master,4.34,C
Female,6.96,44.64,62.21,40.57,57.01,87.46,Yes,Yes,High School,8.37,C
Male,6.49,60.6,60.4,97.78,72.91,81.64,No,No,High School,5.37,B
Male,9.24,81.23,78.48,35.11,84.06,67.87,Yes,Yes,Bachelor,8.94,C
Female,2.41,69.92,61.66,91.61,95.88,17.7,Yes,No,High School,8.2,B
Male,7.77,51.44,39.0,77.8,48.53,89.45,No,Yes,PhD,6.13,C
Male,6.11,73.16,91.61,30.48,96.3,58.11,Yes,Yes,Bachelor,7.14,B
Female,3.47,64.45,59.99,61.28,97.27,54.51,Yes,No,High School,5.39,B
Male,5.27,63.4,35.18,63.92,86.95,94.07,Yes,Yes,PhD,4.42,C
Male,4.0,88.59,67.06,94.91,91.7,10.8,No,No,PhD,6.63,B
Male,6.21,64.46,75.31,56.58,78.47,60.03,No,Yes,Bachelor,6.12,C
Female,9.0,41.59,49.29,58.51,32.74,81.21,Yes,Yes,Master,8.85,D
Male,6.12,43.48,86.02,33.44,70.26,15.73,No,No,High School,6.99,C
Female,6.69,91.37,76.88,72.94,82.3,42.15,No,No,PhD,7.74,B
Male,5.67,97.64,75.52,40.82,95.92,97.97,No,No,Bachelor,4.68,B
Male,1.46,81.3,59.46,30.81,69.93,29.06,No,No,High School,7.62,C
Male,3.1,61.86,97.33,99.77,85.59,57.81,Yes,No,Master,4.28,A
Female,5.43,96.32,49.19,45.22,79.35,77.15,No,No,High School,7.07,C
Male,3.79,79.77,70.44,35.58,49.66,45.13,No,Yes,Master,8.19,D
Male,2.64,90.66,51.63,77.46,40.83,46.71,No,No,High School,6.42,C
Female,5.54,85.95,82.14,86.63,82.56,15.69,No,Yes,High School,5.08,B
Male,3.91,62.75,33.35,29.81,46.36,27.11,No,Yes,Master,6.22,F
Female,3.32,68.72,33.21,32.9,47.13,89.25,No,Yes,Master,8.21,D
Female,5.18,51.17,86.76,31.76,75.08,83.65,Yes,No,Bachelor,7.57,C
Male,2.2,57.52,60.4,28.52,85.23,37.42,Yes,Yes,Bachelor,7.03,C
Female,9.35,86.69,53.88,74.46,70.76,44.35,Yes,No,Master,7.47,C
Male,8.81,93.64,72.53,69.12,91.95,49.64,Yes,No,PhD,8.17,B
Female,7.37,83.47,79.13,74.71,44.8,41.13,Yes,Yes,High School,4.76,C
Female,1.96,67.91,44.08,62.93,47.67,68.85,Yes,Yes,Master,8.21,D
Male,7.98,45.19,42.98,86.31,74.59,11.15,No,No,PhD,8.03,C
Female,8.27,43.42,97.07,66.0,88.06,89.22,Yes,Yes,PhD,6.39,B
Female,7.91,62.46,71.28,93.91,67.75,37.06,Yes,No,Bachelor,6.01,B
Female,2.03,67.83,57.31,61.42,30.73,88.51,No,Yes,Bachelor,8.66,D
Female,6.8,76.55,86.1,84.3,77.39,50.89,No,Yes,High School,8.1,B
Female,8.51,40.39,66.76,55.55,86.95,79.87,No,No,Bachelor,8.94,C
Male,6.2,99.38,46.92,57.64,49.36,84.32,No,Yes,High School,7.21,C
Female,6.82,61.84,44.47,88.67,33.79,37.12,No,No,Master,4.16,D
Male,5.13,90.89,57.78,33.07,66.26,67.63,No,Yes,High School,4.77,C
Female,5.76,72.1,90.19,67.37,32.95,64.67,Yes,Yes,Bachelor,8.1,C
Male,1.31,47.83,34.3,79.48,59.12,52.84,Yes,Yes,Bachelor,7.19,C
Male,6.75,87.85,45.3,81.28,31.25,52.26,No,No,PhD,4.99,D
Female,1.73,82.59,92.52,69.36,45.75,37.47,No,Yes,Bachelor,4.06,C
Female,4.92,71.65,38.52,58.6,57.22,37.92,No,Yes,PhD,5.31,D
Female,3.63,70.87,74.07,44.56,37.82,59.33,Yes,Yes,Bachelor,4.69,D
Male,5.91,45.25,44.95,93.21,37.99,12.9,No,Yes,PhD,8.38,D
Female,2.2,79.35,72.41,52.73,87.89,94.03,No,Yes,High School,8.41,B
Male,7.22,94.67,56.82,84.92,32.9,68.5,No,Yes,High School,8.21,C
Male,8.16,45.59,37.12,27.37,78.23,49.91,Yes,No,High School,4.47,D
Male,2.47,55.81,70.77,42.41,87.01,15.56,Yes,No,PhD,4.68,C
Female,1.94,94.14,77.81,50.92,39.15,66.7,No,Yes,High School,4.68,C
Female,2.31,57.06,77.62,75.37,43.68,11.6,Yes,No,Master,5.29,C
Male,8.89,79.24,74.59,48.95,74.9,71.19,No,Yes,High School,4.36,C
Male,5.75,72.09,65.02,28.1,52.1,16.53,No,Yes,High School,8.91,D
Female,5.21,75.78,66.36,38.04,63.35,69.05,No,No,PhD,8.28,C
Male,1.96,64.95,74.49,44.44,88.52,46.53,Yes,Yes,High School,4.35,C
Female,6.85,58.0,78.32,38.2,39.66,69.64,No,No,Bachelor,4.72,D
Male,8.81,42.91,75.84,40.28,73.38,22.46,Yes,Yes,PhD,5.31,C
Female,8.45,84.66,71.09,82.67,95.97,20.56,No,No,High School,7.88,B
Male,6.63,84.77,40.91,55.9,34.02,32.27,Yes,No,Master,7.57,D
Female,1.68,80.24,44.74,55.39,34.2,47.04,Yes,Yes,PhD,7.15,D
Male,2.01,78.62,48.22,97.5,68.83,32.77,No,No,High School,8.56,C
Female,1.44,54.62,94.38,58.5,97.21,17.38,No,Yes,Master,4.18,B
Female,3.32,41.34,83.16,94.57,45.43,39.25,Yes,Yes,PhD,4.81,C
Male,2.22,88.52,68.7,47.43,53.16,73.52,Yes,No,Bachelor,4.95,C
Male,3.34,69.47,47.64,55.05,36.91,62.48,Yes,Yes,Bachelor,4.3,D
Female,4.47,58.41,37.76,54.72,55.36,96.7,No,Yes,High School,7.09,C
Male,9.49,46.12,92.91,65.96,33.1,49.23,No,Yes,Master,5.05,C
Female,6.49,43.76,92.49,68.82,57.24,39.95,Yes,Yes,Bachelor,6.41,C
Male,8.51,60.93,37.75,43.61,68.88,72.43,No,No,Master,7.43,C
Female,7.39,88.28,85.81,84.52,98.25,47.08,Yes,Yes,Bachelor,6.98,A
Female,2.01,95.12,61.27,62.24,87.29,65.65,Yes,Yes,PhD,5.45,B
Female,7.62,93.81,52.68,25.53,87.54,95.17,No,No,Bachelor,6.07,C
Female,3.48,95.2,81.74,69.35,45.97,54.93,No,No,Master,5.7,C
Female,6.75,94.46,73.0,84.85,36.11,54.84,No,No,Master,8.26,C
Female,4.07,71.63,84.6,43.79,72.22,79.76,Yes,No,High School,6.1,C
Male,9.98,53.16,35.2,27.84,66.48,78.05,No,Yes,PhD,4.31,D
Male,3.37,87.88,52.3,85.54,66.16,56.46,Yes,Yes,Bachelor,7.1,C
Male,3.51,52.82,52.35,98.22,37.63,15.82,Yes,Yes,PhD,4.99,C
Female,9.38,56.03,53.08,30.74,64.57,98.27,No,Yes,PhD,5.69,C
Female,1.22,54.0,65.17,95.35,40.52,43.96,No,Yes,Master,5.64,C
Female,7.27,70.9,49.81,51.95,59.55,38.5,No,No,High School,4.36,D
Female,7.53,59.31,61.11,95.61,34.35,98.34,Yes,No,PhD,8.75,C
Male,8.53,49.25,55.74,73.66,89.98,88.49,No,Yes,Master,6.74,B
Male,9.77,67.19,81.47,91.77,30.92,39.72,Yes,Yes,Bachelor,4.78,C
Female,9.78,92.43,72.25,83.94,95.75,37.75,Yes,No,Master,6.78,B
Male,1.59,74.23,75.75,27.1,90.4,74.89,Yes,No,High School,6.26,C
Male,8.4,92.7,44.74,29.91,82.68,40.09,No,Yes,Master,5.72,C
Female,6.82,51.75,52.79,64.43,98.78,32.63,No,Yes,PhD,6.36,C
Male,6.83,50.02,31.48,34.72,33.77,98.17,No,Yes,Master,7.35,D
Female,2.16,74.53,37.59,59.58,74.91,60.91,Yes,Yes,Master,5.0,C
Male,6.85,67.8,48.55,96.6,89.45,78.62,Yes,Yes,Master,6.69,B
Female,9.84,79.61,34.58,47.11,38.86,74.17,Yes,No,PhD,8.06,D
Female,9.21,87.68,72.18,61.67,70.93,78.0,No,No,High School,5.11,B
Female,4.95,85.08,99.87,53.82,57.57,91.31,No,No,Bachelor,6.58,B
Female,1.36,96.54,37.06,72.24,60.51,55.07,Yes,No,PhD,8.83,C
Male,4.26,63.9,87.49,39.54,93.88,77.8,Yes,Yes,Bachelor,8.0,B
Female,8.44,52.38,38.32,44.5,67.71,81.71,Yes,Yes,Bachelor,6.97,C
Female,7.31,73.05,76.89,89.41,36.53,95.17,Yes,No,PhD,7.75,C
Female,5.13,46.64,75.02,85.85,95.61,74.18,Yes,Yes,PhD,6.63,B
Male,1.5,57.33,93.19,84.19,42.96,90.34,Yes,No,PhD,8.93,C
Female,4.84,52.47,37.98,82.82,92.48,18.55,No,No,PhD,4.85,C
Male,5.22,63.79,52.08,59.46,97.96,21.35,Yes,No,High School,7.6,C
Female,9.36,46.67,36.35,79.67,91.45,24.25,No,No,High School,4.03,C
Male,6.77,41.91,58.52,54.04,77.4,23.03,Yes,Yes,Master,4.63,C
Male,3.8,79.41,93.81,32.55,82.05,17.88,Yes,Yes,Bachelor,7.61,C
Female,5.73,76.61,84.71,54.5,78.99,21.03,No,No,Bachelor,7.8,C
Male,1.59,82.5,80.6,36.9,62.24,99.63,No,Yes,PhD,4.2,C
Female,9.75,79.62,67.31,54.31,49.21,34.5,No,Yes,PhD,5.67,C
Female,4.24,46.86,91.84,47.31,49.95,53.02,No,No,Bachelor,4.59,C
Female,5.3,57.46,61.46,69.94,81.18,83.95,Yes,No,PhD,8.45,B
Male,4.2,47.77,40.48,52.12,73.82,20.65,Yes,No,High School,6.27,D
Male,7.14,90.58,88.63,77.92,70.94,38.56,Yes,No,Master,6.21,B
Female,6.96,84.81,49.57,63.41,75.68,24.34,Yes,No,Master,8.12,C
Female,7.44,52.09,33.75,93.96,84.24,15.63,No,No,Bachelor,7.48,C
Male,3.41,60.48,38.82,31.83,82.38,96.47,Yes,Yes,High School,8.61,C
Female,3.84,98.0,72.63,76.58,37.38,87.25,No,Yes,High School,8.69,C
Female,2.13,75.65,72.5,75.43,55.41,89.14,Yes,No,PhD,5.57,C
Female,6.9,88.07,48.21,96.3,48.48,88.18,Yes,No,PhD,7.24,C
Male,1.36,55.88,80.9,52.87,67.68,23.91,No,No,PhD,6.71,C
Male,6.38,52.6,84.15,47.91,34.3,80.65,Yes,Yes,Master,6.98,D
Male,8.83,87.04,94.44,37.93,83.37,75.51,Yes,Yes,Master,7.13,B
Female,9.02,81.15,70.95,44.9,37.46,93.29,No,No,High School,4.3,C
Female,5.04,80.86,84.56,62.64,49.0,29.74,Yes,No,High School,8.48,C
Female,5.13,73.16,82.72,87.83,84.79,47.26,Yes,No,High School,4.7,B
Male,1.69,73.81,48.05,46.32,33.61,36.54,Yes,Yes,PhD,6.12,D
Female,7.04,84.14,51.72,36.83,76.21,33.21,No,No,Master,5.46,C
Female,8.39,56.2,63.49,45.41,94.71,68.71,No,Yes,PhD,6.77,C
Female,3.2,61.17,31.33,32.57,73.23,24.75,Yes,No,PhD,8.81,D
Female,4.79,92.3,50.82,94.5,79.89,51.83,Yes,No,Master,6.06,B
Male,8.55,58.53,63.17,90.45,85.46,68.2,Yes,No,PhD,7.02,B
Male,8.89,72.78,37.56,48.14,45.56,21.73,Yes,No,Master,4.71,D
Female,3.19,82.16,38.84,43.52,70.67,33.13,No,No,Bachelor,6.32,D
Male,5.96,100.0,62.43,92.9,51.63,97.06,No,Yes,High School,8.58,B
Male,2.73,66.12,81.17,25.13,47.46,81.59,No,No,Bachelor,8.66,D
Female,1.92,65.69,88.36,70.04,43.47,70.93,Yes,Yes,High School,6.73,C
Female,9.2,90.56,68.24,93.7,70.98,87.04,No,No,High School,7.84,B
Male,8.38,88.33,63.23,63.14,85.62,11.26,No,Yes,Bachelor,4.02,C
Female,7.84,83.86,56.9,25.22,91.31,10.55,Yes,Yes,Master,6.66,C
Male,1.44,67.79,43.51,41.42,60.0,23.86,No,Yes,PhD,7.66,D
Female,8.59,59.44,40.26,94.18,56.1,54.57,Yes,No,Bachelor,5.65,C
Male,4.94,76.52,85.43,26.28,78.11,61.3,Yes,Yes,High School,8.51,C
Female,4.08,92.57,62.55,54.61,84.63,20.23,Yes,No,Master,7.9,C
Male,5.92,93.03,85.32,84.23,47.73,16.51,No,No,Bachelor,7.85,C
Male,1.82,46.51,79.29,87.86,50.81,84.55,No,Yes,Master,4.11,C
Male,7.81,65.7,43.57,60.82,67.34,51.8,Yes,No,Bachelor,4.92,C
Female,6.24,67.88,65.72,42.44,61.11,99.32,No,Yes,Bachelor,7.57,C
Male,2.68,98.66,61.08,69.98,79.41,30.64,No,Yes,Master,6.81,B
Male,2.69,80.68,59.67,44.78,65.31,68.25,Yes,Yes,Master,6.89,C
Female,2.66,64.43,67.98,44.14,37.81,82.39,No,Yes,Master,4.07,D
Female,1.51,41.56,98.75,85.57,41.62,88.54,No,Yes,Master,6.21,C
Male,6.29,73.92,86.9,36.57,93.13,37.57,Yes,Yes,Bachelor,7.93,B
Male,8.56,45.76,93.26,25.41,45.92,27.4,Yes,No,PhD,7.32,D
Female,1.16,90.07,32.07,50.26,33.51,30.35,No,Yes,Master,6.86,D
Female,1.44,85.15,39.82,61.82,81.2,70.01,Yes,No,Bachelor,7.48,C
Female,6.15,67.63,35.93,77.88,77.88,57.01,Yes,Yes,Master,8.25,C
Female,8.38,65.75,48.43,83.58,72.01,63.91,Yes,No,PhD,8.25,C
Female,3.94,93.84,60.93,74.76,65.16,11.85,No,No,Bachelor,6.28,C
Male,4.15,57.31,74.94,71.99,97.87,45.19,Yes,Yes,PhD,5.54,B
